Date,Category,Description,Amount,Type
2024-08-04,Entertainment,Movie,1672,Expense
2024-08-04,Healthcare,Insurance premium,2414,Expense
2024-08-04,Healthcare,New clothes,4008,Expense
2024-08-04,Shopping,Monthly bill,4823,Expense
2024-08-04,Entertainment,Movie,1381,Expense
2024-08-04,Miscellaneous,Bus fare,606,Expense
2024-08-04,Shopping,New clothes,816,Expense
2024-08-04,Miscellaneous,Snacks,4643,Income
2024-08-04,Rent,Monthly bill,1884,Expense
2024-08-04,Healthcare,Movie,184,Expense
2024-08-04,Transport,Snacks,3018,Expense
2024-08-04,Entertainment,Bought items,2566,Income
2024-08-04,Education,Snacks,4555,Income
2024-08-04,Shopping,Maintenance,2893,Expense
2024-08-04,Insurance,Bought items,1084,Expense
2024-08-04,Education,New clothes,2496,Expense
2024-08-04,Miscellaneous,Insurance premium,4776,Income
2024-08-04,Miscellaneous,Monthly bill,4245,Expense
2024-08-04,Transport,Doctor visit,204,Expense
2024-08-04,Utilities,Online course,1640,Income
2024-08-04,Insurance,New clothes,4502,Expense
2024-08-04,Shopping,Online course,1928,Expense
2024-08-04,Rent,Online course,2775,Income
2024-08-04,Healthcare,Online course,1945,Expense
2024-08-05,Insurance,Snacks,4366,Expense
2024-08-05,Utilities,Snacks,3162,Expense
2024-08-05,Transport,Insurance premium,700,Expense
2024-08-05,Shopping,Online course,1725,Expense
2024-08-05,Rent,Doctor visit,3075,Income
2024-08-05,Rent,Snacks,2179,Expense
2024-08-05,Entertainment,Doctor visit,4471,Expense
2024-08-05,Insurance,Insurance premium,3513,Expense
2024-08-05,Groceries,Online course,4699,Expense
2024-08-05,Insurance,Insurance premium,4406,Expense
2024-08-05,Transport,Doctor visit,3025,Expense
2024-08-05,Utilities,Maintenance,4329,Expense
2024-08-05,Healthcare,Maintenance,160,Expense
2024-08-05,Healthcare,Bought items,3011,Income
2024-08-05,Healthcare,Insurance premium,2437,Expense
2024-08-05,Healthcare,Online course,2658,Expense
2024-08-05,Utilities,Doctor visit,1007,Income
2024-08-05,Miscellaneous,Bought items,3286,Expense
2024-08-05,Transport,Snacks,4238,Income
2024-08-05,Transport,Bus fare,655,Expense
2024-08-05,Transport,Monthly bill,2345,Expense
2024-08-05,Rent,Doctor visit,891,Expense
2024-08-05,Healthcare,Snacks,1243,Income
2024-08-05,Transport,New clothes,3613,Expense
2024-08-05,Shopping,Snacks,4186,Expense
2024-08-05,Entertainment,Monthly bill,3636,Expense
2024-08-05,Groceries,New clothes,4246,Income
2024-08-05,Healthcare,Insurance premium,1987,Income
2024-08-05,Transport,Monthly bill,2142,Expense
2024-08-05,Entertainment,Monthly bill,4317,Expense
2024-08-05,Groceries,Snacks,1993,Expense
2024-08-05,Transport,Bought items,3983,Expense
2024-08-05,Rent,Online course,307,Expense
2024-08-05,Education,Monthly bill,3381,Expense
2024-08-05,Education,Insurance premium,3819,Expense
2024-08-05,Utilities,Doctor visit,264,Expense
2024-08-05,Healthcare,Monthly bill,2263,Expense
2024-08-05,Insurance,Online course,1048,Expense
2024-08-05,Insurance,Online course,3446,Income
2024-08-05,Shopping,Maintenance,2356,Expense
2024-08-05,Miscellaneous,Bus fare,674,Expense
2024-08-05,Rent,Bought items,2946,Expense
2024-08-05,Utilities,Bought items,670,Expense
2024-08-05,Healthcare,Snacks,2873,Expense
2024-08-05,Education,Doctor visit,3680,Income
2024-08-05,Rent,New clothes,3693,Expense
2024-08-05,Healthcare,Doctor visit,3953,Expense
2024-08-06,Entertainment,Bus fare,3630,Income
2024-08-06,Groceries,Online course,2590,Expense
2024-08-06,Insurance,Doctor visit,4952,Expense
2024-08-06,Utilities,Online course,2623,Expense
2024-08-06,Transport,Bus fare,3290,Expense
2024-08-06,Entertainment,New clothes,2837,Expense
2024-08-06,Rent,Online course,1074,Expense
2024-08-06,Entertainment,Bus fare,926,Expense
2024-08-06,Education,Monthly bill,3722,Expense
2024-08-06,Insurance,Bus fare,540,Expense
2024-08-06,Healthcare,Online course,2149,Expense
2024-08-06,Insurance,Bus fare,4296,Expense
2024-08-06,Rent,New clothes,4593,Expense
2024-08-06,Entertainment,Movie,1459,Expense
2024-08-06,Insurance,Insurance premium,2549,Expense
2024-08-06,Groceries,Bought items,4897,Expense
2024-08-06,Insurance,Doctor visit,2759,Expense
2024-08-06,Transport,Online course,3531,Expense
2024-08-06,Healthcare,Movie,4137,Expense
2024-08-06,Insurance,Bought items,2898,Expense
2024-08-06,Education,Bought items,3757,Expense
2024-08-06,Miscellaneous,Maintenance,2932,Income
2024-08-06,Healthcare,Snacks,2670,Expense
2024-08-06,Shopping,Monthly bill,1957,Expense
2024-08-06,Shopping,Bus fare,3326,Expense
2024-08-06,Utilities,Bus fare,1548,Income
2024-08-06,Miscellaneous,Snacks,682,Expense
2024-08-06,Miscellaneous,Doctor visit,2611,Expense
2024-08-06,Shopping,Bought items,1215,Expense
2024-08-06,Healthcare,Bus fare,3241,Income
2024-08-06,Healthcare,Doctor visit,4220,Expense
2024-08-06,Transport,Insurance premium,332,Expense
2024-08-06,Groceries,New clothes,2562,Expense
2024-08-06,Education,Movie,2467,Income
2024-08-06,Transport,Monthly bill,861,Income
2024-08-06,Transport,New clothes,569,Expense
2024-08-06,Miscellaneous,Insurance premium,2629,Expense
2024-08-06,Insurance,Snacks,1284,Expense
2024-08-06,Healthcare,Bus fare,627,Expense
2024-08-06,Healthcare,Movie,4036,Expense
2024-08-06,Shopping,Movie,2832,Expense
2024-08-06,Education,Maintenance,2115,Expense
2024-08-06,Groceries,Monthly bill,4223,Income
2024-08-06,Groceries,Bus fare,695,Income
2024-08-06,Groceries,Bought items,4469,Expense
2024-08-06,Education,Bought items,1779,Income
2024-08-06,Utilities,Online course,4334,Income
2024-08-06,Entertainment,Bought items,3615,Expense
2024-08-06,Shopping,Monthly bill,1693,Expense
2024-08-06,Groceries,Movie,1043,Income
2024-08-06,Miscellaneous,Monthly bill,2318,Expense
2024-08-06,Utilities,Movie,1114,Income
2024-08-06,Healthcare,Doctor visit,116,Expense
2024-08-06,Insurance,Maintenance,4825,Expense
2024-08-07,Groceries,Snacks,4866,Expense
2024-08-07,Miscellaneous,Bus fare,4364,Income
2024-08-07,Entertainment,Bought items,2312,Expense
2024-08-07,Entertainment,Maintenance,700,Expense
2024-08-07,Transport,New clothes,3496,Expense
2024-08-07,Healthcare,Doctor visit,282,Expense
2024-08-07,Healthcare,Doctor visit,236,Expense
2024-08-07,Healthcare,Bought items,2735,Expense
2024-08-07,Utilities,Monthly bill,3857,Income
2024-08-07,Education,Insurance premium,636,Expense
2024-08-07,Rent,Snacks,2510,Expense
2024-08-07,Insurance,Snacks,4306,Expense
2024-08-07,Utilities,Monthly bill,1932,Expense
2024-08-07,Shopping,Online course,1024,Expense
2024-08-07,Utilities,Insurance premium,2063,Expense
2024-08-07,Education,Monthly bill,3099,Expense
2024-08-07,Insurance,Maintenance,4241,Expense
2024-08-07,Insurance,Movie,1002,Expense
2024-08-07,Entertainment,Snacks,613,Expense
2024-08-07,Groceries,Bought items,4118,Expense
2024-08-07,Entertainment,Bus fare,3615,Expense
2024-08-07,Insurance,Maintenance,4398,Income
2024-08-07,Rent,Online course,627,Expense
2024-08-07,Utilities,Maintenance,1513,Expense
2024-08-07,Healthcare,Bus fare,4797,Income
2024-08-07,Miscellaneous,Bought items,1996,Expense
2024-08-07,Transport,Bus fare,2434,Expense
2024-08-07,Rent,Movie,3361,Expense
2024-08-07,Shopping,Doctor visit,4594,Expense
2024-08-07,Shopping,Doctor visit,4202,Expense
2024-08-07,Transport,Insurance premium,1365,Expense
2024-08-07,Insurance,New clothes,789,Expense
2024-08-07,Healthcare,Bought items,2656,Income
2024-08-07,Insurance,Maintenance,2496,Expense
2024-08-07,Transport,Snacks,3880,Expense
2024-08-07,Insurance,Bus fare,927,Expense
2024-08-07,Utilities,Maintenance,4393,Expense
2024-08-07,Utilities,Maintenance,3653,Expense
2024-08-07,Education,Insurance premium,3254,Income
2024-08-07,Healthcare,New clothes,552,Expense
2024-08-07,Shopping,Maintenance,4658,Expense
2024-08-07,Utilities,Insurance premium,524,Income
2024-08-07,Insurance,Bought items,1384,Expense
2024-08-07,Insurance,Snacks,1487,Expense
2024-08-07,Transport,Online course,2015,Expense
2024-08-07,Utilities,Monthly bill,3713,Expense
2024-08-07,Shopping,Monthly bill,2170,Expense
2024-08-08,Entertainment,Maintenance,4457,Expense
2024-08-08,Rent,Maintenance,3975,Expense
2024-08-08,Rent,Online course,3966,Expense
2024-08-08,Shopping,Maintenance,4313,Income
2024-08-08,Insurance,Maintenance,3159,Expense
2024-08-08,Miscellaneous,Bus fare,4466,Expense
2024-08-08,Healthcare,Maintenance,1226,Expense
2024-08-08,Miscellaneous,Monthly bill,4280,Expense
2024-08-08,Insurance,Snacks,1425,Expense
2024-08-08,Rent,New clothes,2362,Income
2024-08-08,Miscellaneous,Maintenance,4827,Expense
2024-08-08,Shopping,Online course,1996,Expense
2024-08-08,Insurance,Online course,1674,Expense
2024-08-08,Utilities,Doctor visit,2766,Expense
2024-08-08,Rent,Online course,279,Income
2024-08-08,Entertainment,Doctor visit,1029,Expense
2024-08-08,Education,Movie,3738,Expense
2024-08-08,Healthcare,Monthly bill,544,Income
2024-08-08,Shopping,Monthly bill,3092,Expense
2024-08-08,Rent,Bus fare,4002,Expense
2024-08-08,Miscellaneous,Doctor visit,1833,Income
2024-08-08,Insurance,Snacks,2642,Income
2024-08-08,Education,Movie,1879,Expense
2024-08-08,Utilities,Bus fare,1176,Expense
2024-08-08,Groceries,Insurance premium,3192,Expense
2024-08-08,Rent,Monthly bill,1016,Expense
2024-08-08,Transport,Bought items,1018,Expense
2024-08-08,Healthcare,Doctor visit,4098,Expense
2024-08-08,Groceries,Online course,1671,Expense
2024-08-08,Miscellaneous,New clothes,830,Expense
2024-08-08,Miscellaneous,Bought items,3357,Expense
2024-08-08,Education,Maintenance,392,Income
2024-08-08,Rent,Bus fare,4667,Expense
2024-08-08,Groceries,Snacks,2943,Expense
2024-08-08,Entertainment,Maintenance,323,Expense
2024-08-08,Groceries,Doctor visit,1317,Expense
2024-08-08,Miscellaneous,Maintenance,4492,Expense
2024-08-08,Insurance,Maintenance,3954,Expense
2024-08-08,Transport,Monthly bill,1330,Expense
2024-08-08,Shopping,Bus fare,4943,Expense
2024-08-08,Rent,Online course,4578,Expense
2024-08-08,Rent,Doctor visit,3216,Expense
2024-08-08,Utilities,Doctor visit,2005,Expense
2024-08-08,Groceries,Doctor visit,4264,Expense
2024-08-08,Miscellaneous,Monthly bill,2186,Expense
2024-08-08,Insurance,Monthly bill,3438,Expense
2024-08-08,Groceries,Bus fare,2536,Income
2024-08-08,Entertainment,Insurance premium,3424,Expense
2024-08-08,Rent,New clothes,191,Expense
2024-08-08,Miscellaneous,Online course,3997,Expense
2024-08-08,Rent,Bus fare,4785,Expense
2024-08-08,Miscellaneous,Doctor visit,610,Expense
2024-08-08,Shopping,Bus fare,2741,Expense
2024-08-09,Shopping,Maintenance,1619,Income
2024-08-09,Utilities,Movie,458,Expense
2024-08-09,Transport,Online course,4339,Expense
2024-08-09,Insurance,Maintenance,3500,Expense
2024-08-09,Shopping,Movie,1249,Expense
2024-08-09,Transport,Snacks,2529,Expense
2024-08-09,Education,Snacks,137,Expense
2024-08-09,Transport,Monthly bill,3251,Expense
2024-08-09,Groceries,Online course,4013,Expense
2024-08-09,Healthcare,Bought items,2125,Expense
2024-08-09,Healthcare,New clothes,3544,Expense
2024-08-09,Rent,Movie,2039,Expense
2024-08-09,Shopping,Maintenance,3018,Expense
2024-08-09,Entertainment,Doctor visit,496,Expense
2024-08-09,Healthcare,Monthly bill,1641,Expense
2024-08-09,Education,Snacks,1293,Income
2024-08-09,Rent,Movie,1092,Expense
2024-08-09,Utilities,Online course,809,Expense
2024-08-09,Miscellaneous,Doctor visit,3741,Expense
2024-08-09,Rent,Bought items,1975,Expense
2024-08-09,Utilities,Bus fare,3524,Expense
2024-08-09,Miscellaneous,New clothes,2090,Expense
2024-08-09,Entertainment,Maintenance,2884,Expense
2024-08-09,Education,Movie,2256,Expense
2024-08-09,Rent,Online course,3146,Expense
2024-08-09,Rent,Snacks,2099,Expense
2024-08-09,Insurance,Monthly bill,4905,Expense
2024-08-09,Education,Online course,989,Expense
2024-08-09,Transport,Insurance premium,3157,Expense
2024-08-09,Entertainment,Maintenance,4235,Expense
2024-08-09,Groceries,Bus fare,1131,Expense
2024-08-09,Groceries,Movie,2272,Income
2024-08-09,Insurance,Doctor visit,1051,Expense
2024-08-09,Insurance,Online course,854,Expense
2024-08-09,Education,Online course,4748,Expense
2024-08-09,Healthcare,Online course,1590,Income
2024-08-09,Education,Snacks,2519,Expense
2024-08-09,Rent,Snacks,1086,Expense
2024-08-09,Entertainment,Maintenance,4859,Income
2024-08-09,Groceries,Bought items,3685,Expense
2024-08-09,Utilities,Doctor visit,1555,Expense
2024-08-09,Shopping,Movie,2627,Expense
2024-08-09,Insurance,Doctor visit,4185,Expense
2024-08-09,Groceries,Bus fare,2223,Expense
2024-08-09,Shopping,Doctor visit,3916,Expense
2024-08-09,Healthcare,Monthly bill,3169,Expense
2024-08-09,Miscellaneous,Monthly bill,4440,Expense
2024-08-09,Transport,Bus fare,3367,Expense
2024-08-09,Healthcare,Movie,345,Expense
2024-08-09,Miscellaneous,Online course,1229,Expense
2024-08-10,Insurance,Bus fare,4097,Expense
2024-08-10,Groceries,Bus fare,3785,Expense
2024-08-10,Transport,Bus fare,4975,Expense
2024-08-10,Healthcare,Movie,1816,Expense
2024-08-10,Transport,Bus fare,4616,Expense
2024-08-10,Education,Maintenance,1501,Expense
2024-08-10,Transport,Insurance premium,1581,Income
2024-08-10,Transport,New clothes,3812,Income
2024-08-10,Entertainment,Snacks,4340,Income
2024-08-10,Education,Bus fare,1238,Expense
2024-08-10,Shopping,Movie,2992,Expense
2024-08-10,Rent,Maintenance,1770,Expense
2024-08-10,Entertainment,Movie,2664,Expense
2024-08-10,Insurance,Online course,3706,Expense
2024-08-10,Miscellaneous,Snacks,2149,Expense
2024-08-10,Transport,Maintenance,616,Expense
2024-08-10,Miscellaneous,Bus fare,967,Expense
2024-08-10,Miscellaneous,Maintenance,4035,Expense
2024-08-10,Miscellaneous,Bought items,2696,Expense
2024-08-10,Healthcare,Movie,2359,Expense
2024-08-10,Rent,Online course,2288,Income
2024-08-10,Insurance,Bus fare,3438,Expense
2024-08-10,Entertainment,Bus fare,2411,Expense
2024-08-10,Shopping,Doctor visit,2101,Expense
2024-08-10,Rent,Bought items,1536,Expense
2024-08-10,Shopping,Insurance premium,4582,Income
2024-08-10,Shopping,Insurance premium,4608,Expense
2024-08-10,Utilities,Bus fare,2790,Expense
2024-08-10,Shopping,Insurance premium,3570,Expense
2024-08-10,Insurance,Doctor visit,3983,Expense
2024-08-10,Insurance,Maintenance,2887,Expense
2024-08-10,Miscellaneous,Bus fare,1649,Expense
2024-08-10,Transport,Online course,2183,Expense
2024-08-10,Transport,Maintenance,1169,Expense
2024-08-10,Utilities,New clothes,3827,Income
2024-08-10,Utilities,New clothes,2810,Expense
2024-08-10,Education,Snacks,704,Expense
2024-08-10,Shopping,Bought items,2324,Income
2024-08-10,Education,Bought items,4786,Expense
2024-08-10,Groceries,Doctor visit,1977,Income
2024-08-10,Miscellaneous,Bus fare,3941,Income
2024-08-10,Groceries,Maintenance,300,Expense
2024-08-10,Entertainment,Online course,2874,Income
2024-08-10,Healthcare,Snacks,385,Expense
2024-08-10,Insurance,Maintenance,4328,Income
2024-08-10,Miscellaneous,Maintenance,1943,Income
2024-08-11,Healthcare,Maintenance,3524,Income
2024-08-11,Miscellaneous,Doctor visit,1463,Expense
2024-08-11,Shopping,Snacks,4059,Expense
2024-08-11,Education,Bus fare,372,Expense
2024-08-11,Insurance,Bus fare,3867,Expense
2024-08-11,Transport,Bus fare,3558,Expense
2024-08-11,Insurance,New clothes,2218,Expense
2024-08-11,Groceries,Maintenance,1861,Expense
2024-08-11,Rent,Maintenance,1899,Expense
2024-08-11,Groceries,Monthly bill,3444,Expense
2024-08-11,Rent,Bus fare,3580,Income
2024-08-11,Miscellaneous,Movie,2535,Expense
2024-08-11,Shopping,Bought items,2098,Expense
2024-08-11,Miscellaneous,Online course,767,Expense
2024-08-11,Healthcare,Snacks,3298,Expense
2024-08-11,Miscellaneous,Bought items,858,Income
2024-08-11,Education,Monthly bill,1236,Expense
2024-08-11,Healthcare,Online course,3865,Expense
2024-08-11,Miscellaneous,New clothes,1825,Expense
2024-08-11,Rent,Snacks,3196,Expense
2024-08-11,Insurance,Monthly bill,3274,Expense
2024-08-11,Education,Monthly bill,819,Expense
2024-08-11,Rent,Doctor visit,3208,Expense
2024-08-11,Shopping,Bus fare,3975,Expense
2024-08-11,Transport,Monthly bill,2458,Expense
2024-08-11,Shopping,Online course,3360,Income
2024-08-11,Insurance,Bought items,2988,Expense
2024-08-11,Transport,Online course,1396,Expense
2024-08-11,Groceries,Bus fare,4663,Expense
2024-08-11,Groceries,Online course,3018,Expense
2024-08-11,Miscellaneous,Online course,3039,Expense
2024-08-11,Rent,New clothes,3021,Expense
2024-08-11,Education,Movie,2243,Income
2024-08-11,Miscellaneous,Snacks,681,Expense
2024-08-11,Rent,Bus fare,177,Expense
2024-08-11,Entertainment,New clothes,3171,Expense
2024-08-11,Miscellaneous,Movie,621,Expense
2024-08-11,Education,Online course,4503,Expense
2024-08-11,Rent,Doctor visit,2008,Expense
2024-08-11,Utilities,Monthly bill,313,Expense
2024-08-11,Rent,Monthly bill,4340,Expense
2024-08-11,Miscellaneous,Insurance premium,4763,Expense
2024-08-11,Rent,New clothes,4464,Expense
2024-08-11,Entertainment,Doctor visit,2637,Expense
2024-08-11,Miscellaneous,Monthly bill,1980,Expense
2024-08-12,Entertainment,Movie,4573,Expense
2024-08-12,Entertainment,Doctor visit,2862,Expense
2024-08-12,Insurance,Online course,3004,Expense
2024-08-12,Miscellaneous,Maintenance,4642,Expense
2024-08-12,Groceries,Online course,2298,Expense
2024-08-12,Shopping,Insurance premium,2137,Expense
2024-08-12,Groceries,Insurance premium,3156,Expense
2024-08-12,Healthcare,Insurance premium,1635,Income
2024-08-12,Entertainment,Doctor visit,3291,Expense
2024-08-12,Transport,Doctor visit,1749,Expense
2024-08-12,Entertainment,Insurance premium,2324,Expense
2024-08-12,Education,Movie,2837,Expense
2024-08-12,Education,Movie,2911,Expense
2024-08-12,Rent,Online course,914,Expense
2024-08-12,Education,Monthly bill,960,Expense
2024-08-12,Transport,Bus fare,3860,Expense
2024-08-12,Education,Doctor visit,3209,Expense
2024-08-12,Groceries,Doctor visit,2667,Expense
2024-08-12,Insurance,Maintenance,2651,Expense
2024-08-12,Rent,Maintenance,3577,Expense
2024-08-12,Rent,Movie,975,Expense
2024-08-12,Entertainment,Bus fare,3562,Income
2024-08-12,Transport,New clothes,3954,Expense
2024-08-12,Education,Maintenance,4790,Income
2024-08-12,Rent,New clothes,3324,Expense
2024-08-12,Groceries,Doctor visit,4217,Expense
2024-08-12,Miscellaneous,Bus fare,215,Expense
2024-08-12,Entertainment,Maintenance,1848,Expense
2024-08-12,Miscellaneous,Bought items,2686,Expense
2024-08-12,Miscellaneous,Bought items,3339,Expense
2024-08-12,Transport,Monthly bill,1097,Income
2024-08-12,Utilities,Bus fare,4604,Expense
2024-08-12,Utilities,Snacks,1635,Expense
2024-08-12,Entertainment,Bought items,915,Income
2024-08-12,Healthcare,Online course,4165,Expense
2024-08-12,Miscellaneous,Doctor visit,3816,Expense
2024-08-12,Insurance,Online course,2652,Expense
2024-08-12,Transport,Maintenance,1819,Expense
2024-08-12,Healthcare,Monthly bill,4081,Expense
2024-08-12,Miscellaneous,Movie,1443,Expense
2024-08-12,Utilities,Bought items,1542,Expense
2024-08-12,Transport,Insurance premium,4440,Expense
2024-08-12,Shopping,Doctor visit,4393,Expense
2024-08-12,Utilities,Doctor visit,1999,Expense
2024-08-12,Shopping,New clothes,949,Expense
2024-08-12,Entertainment,Maintenance,4941,Expense
2024-08-12,Miscellaneous,Insurance premium,1116,Expense
2024-08-12,Groceries,Monthly bill,925,Expense
2024-08-12,Rent,Bought items,2748,Expense
2024-08-12,Shopping,Insurance premium,2071,Income
2024-08-12,Entertainment,Movie,4963,Expense
2024-08-12,Transport,Insurance premium,521,Expense
2024-08-12,Groceries,Bus fare,4676,Expense
2024-08-12,Entertainment,Insurance premium,1238,Expense
2024-08-12,Miscellaneous,Monthly bill,789,Expense
2024-08-13,Groceries,Bought items,4833,Expense
2024-08-13,Healthcare,New clothes,1859,Expense
2024-08-13,Entertainment,New clothes,2493,Expense
2024-08-13,Education,Bus fare,4893,Expense
2024-08-13,Transport,Monthly bill,1618,Expense
2024-08-13,Transport,Maintenance,1729,Income
2024-08-13,Insurance,Movie,4004,Expense
2024-08-13,Shopping,Maintenance,3063,Expense
2024-08-13,Transport,Maintenance,3162,Expense
2024-08-13,Healthcare,Maintenance,1484,Expense
2024-08-13,Groceries,Maintenance,3721,Expense
2024-08-13,Groceries,Monthly bill,1607,Expense
2024-08-13,Entertainment,Online course,2092,Expense
2024-08-13,Transport,Insurance premium,4911,Expense
2024-08-13,Education,Snacks,1432,Expense
2024-08-13,Insurance,Monthly bill,4104,Expense
2024-08-13,Entertainment,Movie,1872,Expense
2024-08-13,Healthcare,New clothes,3140,Expense
2024-08-13,Groceries,Insurance premium,1400,Income
2024-08-13,Miscellaneous,New clothes,2457,Expense
2024-08-13,Transport,Snacks,3915,Expense
2024-08-13,Healthcare,Monthly bill,3480,Income
2024-08-13,Shopping,Insurance premium,2215,Income
2024-08-13,Insurance,Monthly bill,2612,Expense
2024-08-13,Shopping,Monthly bill,3719,Expense
2024-08-13,Miscellaneous,New clothes,438,Income
2024-08-13,Groceries,Bought items,3393,Expense
2024-08-13,Healthcare,Insurance premium,904,Expense
2024-08-13,Healthcare,Monthly bill,4637,Expense
2024-08-13,Groceries,Snacks,961,Expense
2024-08-13,Education,Doctor visit,3414,Expense
2024-08-13,Utilities,Insurance premium,1023,Expense
2024-08-13,Groceries,Doctor visit,465,Income
2024-08-13,Utilities,Snacks,490,Expense
2024-08-13,Shopping,Doctor visit,4934,Expense
2024-08-13,Transport,Bus fare,3349,Expense
2024-08-13,Groceries,Monthly bill,1997,Expense
2024-08-13,Healthcare,Doctor visit,3360,Expense
2024-08-13,Miscellaneous,Movie,699,Expense
2024-08-13,Groceries,Doctor visit,2104,Expense
2024-08-13,Shopping,Bought items,2632,Expense
2024-08-13,Education,Online course,4051,Income
2024-08-13,Shopping,Monthly bill,1470,Expense
2024-08-13,Miscellaneous,Bought items,4418,Expense
2024-08-13,Utilities,Maintenance,1579,Expense
2024-08-13,Education,New clothes,1005,Income
2024-08-13,Entertainment,Online course,4077,Expense
2024-08-13,Insurance,Bus fare,3646,Income
2024-08-13,Utilities,Monthly bill,2937,Expense
2024-08-13,Insurance,Movie,3019,Expense
2024-08-13,Education,Maintenance,1767,Expense
2024-08-13,Education,Insurance premium,2027,Expense
2024-08-14,Insurance,New clothes,2854,Expense
2024-08-14,Utilities,Snacks,3258,Expense
2024-08-14,Education,New clothes,3742,Expense
2024-08-14,Education,Doctor visit,369,Expense
2024-08-14,Groceries,Insurance premium,3934,Expense
2024-08-14,Transport,Maintenance,2686,Expense
2024-08-14,Utilities,Bought items,1477,Expense
2024-08-14,Shopping,New clothes,4775,Expense
2024-08-14,Education,Maintenance,1519,Expense
2024-08-14,Utilities,Snacks,443,Expense
2024-08-14,Entertainment,Bus fare,3164,Expense
2024-08-14,Transport,Maintenance,1080,Expense
2024-08-14,Education,New clothes,4779,Expense
2024-08-14,Groceries,Movie,144,Expense
2024-08-14,Utilities,New clothes,532,Income
2024-08-14,Transport,Online course,1675,Expense
2024-08-14,Utilities,Doctor visit,3597,Expense
2024-08-14,Insurance,Monthly bill,1250,Income
2024-08-14,Healthcare,Snacks,3375,Expense
2024-08-14,Education,Snacks,2096,Expense
2024-08-14,Utilities,Monthly bill,633,Expense
2024-08-14,Insurance,Movie,4772,Expense
2024-08-14,Utilities,Online course,3047,Expense
2024-08-14,Education,Bought items,325,Expense
2024-08-14,Healthcare,Online course,4025,Expense
2024-08-14,Insurance,New clothes,823,Expense
2024-08-14,Entertainment,Bought items,786,Expense
2024-08-14,Rent,Insurance premium,713,Expense
2024-08-14,Rent,Bought items,3401,Expense
2024-08-14,Education,Snacks,4935,Expense
2024-08-14,Shopping,Maintenance,3728,Expense
2024-08-14,Shopping,Monthly bill,1419,Expense
2024-08-14,Miscellaneous,Insurance premium,2201,Expense
2024-08-14,Utilities,Insurance premium,2838,Expense
2024-08-14,Education,Online course,1880,Income
2024-08-14,Miscellaneous,Bought items,2498,Expense
2024-08-14,Utilities,New clothes,406,Expense
2024-08-14,Entertainment,Maintenance,2910,Income
2024-08-14,Utilities,Insurance premium,4689,Expense
2024-08-14,Rent,Monthly bill,645,Expense
2024-08-14,Utilities,Snacks,215,Expense
2024-08-14,Utilities,Doctor visit,3953,Expense
2024-08-14,Healthcare,Bus fare,3815,Income
2024-08-14,Groceries,Online course,2369,Expense
2024-08-14,Entertainment,Movie,1068,Expense
2024-08-14,Shopping,Bought items,1045,Expense
2024-08-14,Transport,Online course,715,Expense
2024-08-14,Rent,Snacks,1416,Expense
2024-08-14,Shopping,Maintenance,3542,Expense
2024-08-14,Education,Insurance premium,3822,Expense
2024-08-14,Utilities,Insurance premium,1038,Expense
2024-08-14,Groceries,Doctor visit,4401,Expense
2024-08-14,Utilities,Bus fare,3030,Expense
2024-08-14,Insurance,Insurance premium,2638,Expense
2024-08-14,Education,Bus fare,3183,Expense
2024-08-15,Groceries,Bought items,1500,Expense
2024-08-15,Insurance,Insurance premium,3417,Expense
2024-08-15,Entertainment,Doctor visit,2522,Expense
2024-08-15,Miscellaneous,Insurance premium,4823,Expense
2024-08-15,Insurance,Monthly bill,1204,Expense
2024-08-15,Shopping,Maintenance,4712,Expense
2024-08-15,Miscellaneous,Insurance premium,1661,Expense
2024-08-15,Miscellaneous,Monthly bill,2786,Expense
2024-08-15,Education,Movie,4139,Expense
2024-08-15,Miscellaneous,Insurance premium,444,Expense
2024-08-15,Groceries,Bus fare,194,Expense
2024-08-15,Transport,Bought items,676,Expense
2024-08-15,Education,Monthly bill,4945,Expense
2024-08-15,Insurance,Bus fare,4661,Expense
2024-08-15,Entertainment,Monthly bill,4370,Expense
2024-08-15,Education,Snacks,554,Expense
2024-08-15,Shopping,Online course,1722,Expense
2024-08-15,Education,Maintenance,1777,Expense
2024-08-15,Utilities,Doctor visit,1272,Expense
2024-08-15,Education,Online course,616,Expense
2024-08-15,Miscellaneous,Maintenance,923,Income
2024-08-15,Education,Movie,816,Expense
2024-08-15,Utilities,Insurance premium,4399,Expense
2024-08-15,Entertainment,New clothes,1378,Expense
2024-08-15,Groceries,Insurance premium,3344,Expense
2024-08-15,Education,Online course,3044,Expense
2024-08-15,Transport,Movie,4309,Expense
2024-08-15,Insurance,Monthly bill,2507,Expense
2024-08-15,Shopping,Bought items,3291,Expense
2024-08-15,Healthcare,New clothes,1923,Income
2024-08-15,Entertainment,Monthly bill,2396,Expense
2024-08-15,Utilities,Insurance premium,4280,Expense
2024-08-15,Insurance,Movie,661,Income
2024-08-15,Shopping,Online course,270,Expense
2024-08-15,Miscellaneous,Maintenance,2884,Expense
2024-08-15,Transport,Doctor visit,3562,Expense
2024-08-15,Utilities,New clothes,1656,Expense
2024-08-15,Utilities,Bus fare,4889,Expense
2024-08-15,Groceries,Snacks,4069,Expense
2024-08-15,Shopping,Monthly bill,3197,Expense
2024-08-15,Rent,Insurance premium,4568,Expense
2024-08-15,Miscellaneous,Bought items,1380,Expense
2024-08-15,Utilities,Movie,3026,Expense
